Client1,Client2,Start_Time,End_Time
9101,3911,2401010914,2401020702
4321,4835,2401010448,2401020826
2536,1571,2401010742,2401021837
5801,2847,2401010219,2401020130
6315,9824,2401011839,2401020143
9318,1676,2401010559,2401020405
5920,9341,2401010205,2401020805
7657,6035,2401012319,2401021135
8445,4348,2401010219,2401021335
5237,3061,2401010123,2401021546
5949,4269,2401012043,2401021048
6558,3022,2401011413,2401020953
7440,4894,2401011326,2401022230
1392,2528,2401011719,2401021813
6060,9965,2401011352,2401020404
1950,1543,2401012026,2401021649
6611,5184,2401010047,2401021714
7871,3632,2401010046,2401020129
2395,9950,2401012229,2401020008
7052,2453,2401012105,2401020804
6081,1790,2401011508,2401021441
8459,2533,2401011408,2401020926
6000,5364,2401012000,2401020113
7502,3987,2401011739,2401020209
1450,8137,2401011153,2401021313
9240,9385,2401010644,2401021027
7247,6309,2401011302,2401022102
5004,5609,2401010830,2401020641
4388,5769,2401010725,2401020252
4533,4392,2401011736,2401022238
2770,6163,2401010351,2401021121
6992,9513,2401010243,2401020328
9945,3769,2401011256,2401020057
8814,1924,2401011613,2401020049
5554,1629,2401010311,2401020626
2758,2121,2401010146,2401020007
5105,1506,2401011120,2401020220
7401,2706,2401010531,2401021604
1130,6479,2401011015,2401021453
6305,7356,2401010906,2401021141
1168,1166,2401011302,2401020850
9759,7599,2401010045,2401020847
3501,3803,2401010833,2401021734
1321,7399,2401011444,2401020702
3101,7676,2401010501,2401020453
5139,2612,2401012139,2401020708
2865,5039,2401010726,2401021632
8243,3500,2401010820,2401021034
1233,6720,2401012113,2401020700
7691,5845,2401012141,2401021211
8424,9997,2401010440,2401021703
8937,5192,2401010515,2401021910
4549,9575,2401011620,2401022005
3854,1098,2401011215,2401020549
5545,9824,2401011632,2401022155
8862,6742,2401011053,2401021520
4911,9883,2401010021,2401021242
5428,7187,2401012239,2401022022
5325,6866,2401010813,2401022025
6693,8451,2401011240,2401020348
4360,8384,2401011340,2401020421
4202,7537,2401011829,2401020935
3352,1820,2401011410,2401022208
4121,2935,2401012148,2401020220
7400,4501,2401012203,2401021947
9602,7867,2401012109,2401021933
1278,3539,2401010628,2401021026
7654,3248,2401010906,2401021310
9163,2245,2401010344,2401021506
4535,1100,2401010944,2401020114
3135,9990,2401010753,2401021315
3280,8506,2401011143,2401022024
3163,3947,2401012108,2401021457
7894,2915,2401011123,2401020412
1151,6599,2401010212,2401020452
7663,6376,2401012009,2401021952
9933,8409,2401011133,2401020234
3851,8945,2401011226,2401021910
6246,8308,2401010614,2401022226
6621,5245,2401010849,2401020843
2077,6101,2401010108,2401021234
8195,4909,2401010539,2401020431
7099,1855,2401011148,2401021746
4671,8507,2401011315,2401021257
4994,6875,2401010941,2401021948
4264,8207,2401010113,2401020803
9812,9435,2401011632,2401022308
2336,7391,2401010026,2401021734
3653,1720,2401012140,2401021136
2642,6588,2401012229,2401020925
7831,1630,2401010906,2401021147
8369,8630,2401010705,2401021811
7561,9060,2401011531,2401021930
3890,3374,2401011211,2401020519
9635,6637,2401010920,2401020359
1099,5289,2401012315,2401020511
9997,6259,2401011836,2401020741
9470,7652,2401010800,2401021944
2107,9526,2401011620,2401021343
7214,6962,2401010039,2401021753
5287,6486,2401012039,2401020526
9803,8489,2401011039,2401021946
3077,4126,2401010304,2401020919
1214,3745,2401010419,2401021609
3911,6354,2401011004,2401022203
2097,1182,2401010805,2401020959
9850,6321,2401011521,2401021833
3665,5471,2401010119,2401021859
