Client1,Client2,Start_Time,End_Time
8517,9227,2401012355,2401020747
9523,6215,2401011054,2401020624
8501,7313,2401011357,2401020915
9484,7499,2401010732,2401021516
5076,7166,2401010914,2401021703
5849,5064,2401011935,2401021715
8314,7679,2401010607,2401021541
7555,2671,2401012018,2401020808
2721,2947,2401012058,2401020149
3361,3651,2401012139,2401022236
8185,6800,2401012030,2401020611
1304,9424,2401012223,2401021055
7070,5950,2401012354,2401020852
3969,2859,2401012324,2401021039
1457,7862,2401011833,2401020328
8212,6180,2401011828,2401020835
2722,6687,2401010430,2401022326
9518,5591,2401012251,2401020943
6876,8119,2401010416,2401022156
2249,1494,2401010320,2401021500
2247,4844,2401011413,2401022011
9888,4194,2401010919,2401021031
8106,4060,2401010516,2401020602
4521,7014,2401010956,2401021020
5994,1190,2401011745,2401021303
7943,2694,2401012338,2401022309
5173,9481,2401010047,2401021245
1085,2301,2401012140,2401021617
5689,5639,2401011901,2401020203
8293,7615,2401012123,2401020959
1254,2673,2401010547,2401020140
6436,3408,2401010745,2401022140
6707,8756,2401010230,2401021147
9781,2736,2401010914,2401020948
2383,4500,2401010525,2401021542
1970,3092,2401012151,2401021735
5265,4050,2401011804,2401020030
1601,2658,2401011357,2401021521
2756,2410,2401012006,2401020149
5996,9184,2401010524,2401021845
8767,9059,2401012053,2401020048
8489,9987,2401011858,2401020326
2560,8687,2401012127,2401020221
2591,6541,2401010448,2401021712
4372,8239,2401011204,2401021640
5807,1699,2401010349,2401020554
2811,4408,2401011959,2401021422
4100,9018,2401011310,2401021254
1416,1835,2401011851,2401021804
2634,4218,2401010432,2401020657
4982,7974,2401010633,2401021114
5464,2797,2401010359,2401021504
2348,6513,2401010554,2401020429
8657,6854,2401010610,2401020101
3004,3106,2401011251,2401020113
6640,8429,2401011122,2401022221
2649,5607,2401010811,2401020645
1229,2308,2401010028,2401020248
8844,8837,2401010934,2401022142
3704,8060,2401011407,2401021313
5409,1641,2401011808,2401021316
9856,3465,2401010858,2401021805
8921,1525,2401011136,2401022118
9893,4481,2401011535,2401021526
3806,6844,2401012150,2401021958
3213,1267,2401011417,2401020158
8272,6585,2401010034,2401021646
1697,4460,2401010738,2401020218
9864,8570,2401011102,2401022039
6120,4416,2401011549,2401020328
6108,7828,2401012315,2401021415
4187,5539,2401010138,2401021859
8179,5451,2401011112,2401021233
4175,9217,2401011408,2401021354
9182,9972,2401010248,2401021439
9589,1593,2401010314,2401021216
1091,9658,2401011614,2401022207
8394,8414,2401010628,2401021414
4870,5572,2401011421,2401021815
5116,2079,2401010519,2401022024
2760,9930,2401010232,2401020851
7223,5552,2401011631,2401020306
6150,5134,2401010104,2401022048
8305,9592,2401010019,2401020213
1868,5608,2401010258,2401020031
1736,8358,2401011803,2401020054
8410,3575,2401010822,2401020701
4427,4847,2401010818,2401021702
3195,5875,2401010622,2401021847
2697,2782,2401012344,2401021538
9669,4349,2401010004,2401021450
9773,6063,2401012054,2401020603
1343,6509,2401011025,2401021333
5070,1826,2401010524,2401020026
8953,8924,2401011638,2401020108
2491,7630,2401010214,2401021036
8540,5152,2401011518,2401020334
7187,1662,2401010412,2401020249
1514,8964,2401010457,2401021515
8764,5903,2401010639,2401020147
1857,1517,2401010453,2401021928
5921,6363,2401010831,2401020849
6769,6420,2401010556,2401020610
8839,9951,2401012258,2401020808
8200,6620,2401011824,2401021437
8911,5192,2401011754,2401022302
4850,2832,2401010508,2401022257
5313,3902,2401010241,2401021149
9947,4211,2401012155,2401021341
1829,1094,2401010920,2401021755
3557,3543,2401011001,2401021201
3359,7755,2401010003,2401021345
3805,8534,2401011529,2401020404
2748,2743,2401012121,2401021506
6952,3742,2401010921,2401021718
8982,3452,2401011710,2401021420
9666,8537,2401010900,2401021807
8528,8858,2401011430,2401020210
6088,9105,2401012136,2401020030
1308,8563,2401010928,2401020924
4617,2009,2401010401,2401020036
5618,1812,2401010338,2401022325
1162,2089,2401010205,2401020956
