Client1,Client2,Start_Time,End_Time
7753,3156,2401012024,2401022248
7362,8598,2401011735,2401020158
4935,4311,2401010323,2401020938
8946,1917,2401010541,2401020417
3391,2243,2401011129,2401020720
4749,4723,2401011341,2401021439
1260,9406,2401011450,2401021330
2735,6565,2401010308,2401021410
3181,6255,2401010851,2401021922
6955,3390,2401010033,2401020938
6447,2525,2401010017,2401022238
7324,4300,2401010516,2401021209
3988,4992,2401010219,2401022200
9310,9412,2401011705,2401020225
6438,5975,2401011432,2401022020
1686,1073,2401010118,2401020629
2994,2214,2401010044,2401022218
3476,8191,2401010849,2401020954
7986,3975,2401011354,2401022136
3105,4033,2401010228,2401021121
4275,3038,2401011811,2401020005
1958,7238,2401010919,2401021910
7474,5324,2401010802,2401020327
6939,6961,2401010955,2401021809
4020,2195,2401011508,2401021427
7602,5424,2401011414,2401020437
8862,4068,2401010342,2401021117
7062,4753,2401012151,2401020117
8942,8149,2401011455,2401021205
7600,5245,2401011910,2401020111
8132,5020,2401011410,2401021358
5184,4023,2401012354,2401021345
6688,6751,2401010449,2401021039
7409,2041,2401010448,2401021005
1535,9734,2401011118,2401020426
3888,5013,2401011124,2401021207
6711,4212,2401010710,2401021039
8455,5162,2401010528,2401020310
1352,6939,2401011013,2401021448
8923,5213,2401010713,2401021933
5183,8563,2401011402,2401021134
3480,4268,2401010210,2401022039
5743,7284,2401011708,2401022128
3171,2835,2401012155,2401022217
9648,9423,2401010442,2401022305
2355,5155,2401010657,2401021224
1132,8098,2401012257,2401020253
2408,4138,2401011003,2401021934
1088,1470,2401011206,2401020747
2723,4315,2401010400,2401021849
